user_id,session_id,timestamp,event_index,event_type,item_id,category,price,price_bucket,dwell_time_s,gap_time_s,referrer,device,state_true,is_noise
u_000000,s_7_0000013,2025-12-10T03:47:18.267238Z,6,purchase,item_001876,home,74.48,50_100,13.145,2.731,,desktop,high_intent,0
u_000000,s_7_0000013,2025-12-10T03:47:25.191184Z,7,exit,item_004279,shoes,68.13,50_100,5.566,1.358,,desktop,high_intent,0
u_000000,s_7_0000014,2025-12-11T07:47:43.810891Z,0,category_view,item_007362,outerwear,93.83,50_100,2.269,0.0,social,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:48:28.340219Z,1,add_to_cart,item_011490,tops,38.53,20_50,26.76,17.769,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:50:00.127475Z,2,item_view,item_010216,beauty,18.38,0_20,13.064,78.723,,desktop,idle,0
u_000000,s_7_0000014,2025-12-11T07:50:29.179708Z,3,item_view,item_010216,electronics,160.79,100_200,24.59,4.462,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:50:51.959401Z,4,compare,item_010216,home,93.88,50_100,15.294,7.485,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:51:08.442234Z,5,add_to_cart,item_004910,beauty,22.83,20_50,15.12,1.363,,desktop,exploring,0
u_000000,s_7_0000014,2025-12-11T07:51:32.045536Z,6,compare,item_004910,bags,159.26,100_200,15.591,8.013,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:51:48.383708Z,7,checkout_start,item_003125,electronics,184.93,100_200,13.682,2.656,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:52:57.348741Z,8,category_view,item_008936,tops,45.55,20_50,3.782,65.183,,desktop,idle,0
u_000000,s_7_0000014,2025-12-11T07:53:20.269438Z,9,landing,item_009382,tops,11.03,0_20,19.389,3.532,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:53:38.901019Z,10,compare,item_008605,beauty,18.08,0_20,12.864,5.768,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:54:28.407714Z,11,checkout_start,item_002795,bags,126.02,100_200,36.621,12.885,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:54:52.043119Z,12,item_view,item_002795,bags,127.94,100_200,20.299,3.337,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:55:08.682797Z,13,wishlist,item_002795,outerwear,130.32,100_200,6.587,10.053,,desktop,evaluating,0
u_000000,s_7_0000014,2025-12-11T07:55:35.233293Z,14,exit,item_001781,electronics,87.3,50_100,21.223,5.327,,desktop,exploring,0
u_000000,s_7_0000015,2025-12-11T19:01:51.441281Z,0,compare,item_002587,shoes,41.96,20_50,9.611,0.0,direct,desktop,evaluating,0
u_000000,s_7_0000015,2025-12-11T19:02:02.332376Z,1,compare,item_003148,pants,64.1,50_100,2.343,8.548,,desktop,churn_risk,0
u_000000,s_7_0000015,2025-12-11T19:02:28.654339Z,2,exit,item_009078,outerwear,125.9,100_200,8.089,18.233,,desktop,churn_risk,0
u_000000,s_7_0000016,2025-12-11T19:12:52.070200Z,0,item_view,item_011180,bags,118.81,100_200,12.279,0.0,direct,desktop,exploring,0
u_000000,s_7_0000016,2025-12-11T19:13:08.654242Z,1,category_view,item_000891,home,97.18,50_100,10.61,5.974,,desktop,high_intent,0
u_000000,s_7_0000016,2025-12-11T19:13:32.036558Z,2,exit,item_007291,home,31.51,20_50,5.327,18.055,,desktop,idle,0
u_000000,s_7_0000017,2025-12-14T23:25:12.149165Z,0,item_view,item_002409,beauty,12.45,0_20,3.487,0.0,direct,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:25:43.427401Z,1,category_view,item_005122,tops,13.35,0_20,30.122,1.157,,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:26:11.098152Z,2,item_view,item_009175,shoes,69.57,50_100,22.04,5.631,,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:26:31.323942Z,3,item_view,item_003447,shoes,65.21,50_100,12.49,7.735,,desktop,evaluating,0
u_000000,s_7_0000017,2025-12-14T23:26:56.512621Z,4,category_view,item_002248,electronics,131.78,100_200,22.249,2.939,,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:27:23.432472Z,5,search,item_009527,outerwear,147.41,100_200,21.543,5.377,,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:27:46.500282Z,6,compare,item_003889,pants,52.44,50_100,11.056,12.012,,desktop,evaluating,0
u_000000,s_7_0000017,2025-12-14T23:28:09.300195Z,7,search,item_008443,shoes,66.56,50_100,19.388,3.412,,desktop,evaluating,0
u_000000,s_7_0000017,2025-12-14T23:29:39.181418Z,8,item_view,item_004935,bags,232.83,200_plus,6.761,83.12,,desktop,churn_risk,0
u_000000,s_7_0000017,2025-12-14T23:29:54.736443Z,9,landing,item_009880,tops,39.92,20_50,13.719,1.836,,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:30:35.074251Z,10,landing,item_004576,bags,24.65,20_50,29.413,10.925,,desktop,evaluating,0
u_000000,s_7_0000017,2025-12-14T23:31:02.885929Z,11,landing,item_006128,home,100.49,100_200,14.557,13.254,,desktop,evaluating,0
u_000000,s_7_0000017,2025-12-14T23:31:30.673947Z,12,landing,item_006906,pants,51.12,50_100,23.358,4.43,,desktop,evaluating,0
u_000000,s_7_0000017,2025-12-14T23:31:48.504400Z,13,item_view,item_011544,beauty,19.46,0_20,13.567,4.264,,desktop,high_intent,0
u_000000,s_7_0000017,2025-12-14T23:32:02.507466Z,14,remove_from_cart,item_004441,home,42.08,20_50,6.328,7.675,,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:32:23.305597Z,15,item_view,item_003764,pants,57.46,50_100,19.022,1.776,,desktop,exploring,0
u_000000,s_7_0000017,2025-12-14T23:33:25.124747Z,16,exit,item_003197,tops,35.55,20_50,4.691,57.129,,desktop,idle,0
u_000000,s_7_0000018,2025-12-16T11:24:37.201249Z,0,item_view,item_009343,bags,51.76,50_100,9.345,0.0,social,desktop,churn_risk,0
u_000000,s_7_0000018,2025-12-16T11:24:46.260867Z,1,search,item_003617,home,93.47,50_100,7.537,1.523,,desktop,exploring,0
u_000000,s_7_0000018,2025-12-16T11:25:26.412232Z,2,compare,item_010634,beauty,19.88,0_20,37.375,2.777,,desktop,evaluating,0
u_000000,s_7_0000018,2025-12-16T11:25:57.348077Z,3,compare,item_010634,pants,58.78,50_100,11.911,19.025,,desktop,evaluating,0
u_000000,s_7_0000018,2025-12-16T11:26:15.070364Z,4,item_view,item_006369,shoes,101.05,100_200,8.926,8.796,,desktop,evaluating,0
u_000000,s_7_0000018,2025-12-16T11:26:30.631322Z,5,remove_from_cart,item_007884,pants,70.61,50_100,6.82,8.741,,desktop,evaluating,0
u_000000,s_7_0000018,2025-12-16T11:27:45.048217Z,6,compare,item_008520,shoes,103.68,100_200,67.788,6.629,,desktop,exploring,0
u_000000,s_7_0000018,2025-12-16T11:27:52.928673Z,7,item_view,item_008586,shoes,60.61,50_100,5.793,2.087,,desktop,high_intent,0
u_000000,s_7_0000018,2025-12-16T11:29:39.855713Z,8,exit,item_004053,beauty,21.1,20_50,6.219,100.708,,desktop,idle,0
u_000000,s_7_0000019,2025-12-17T19:19:31.058176Z,0,category_view,item_008275,tops,31.77,20_50,6.329,0.0,search,desktop,exploring,0
u_000000,s_7_0000019,2025-12-17T19:19:47.639162Z,1,category_view,item_007856,bags,114.23,100_200,9.16,7.421,,desktop,exploring,0
u_000000,s_7_0000019,2025-12-17T19:23:32.504319Z,2,item_view,item_001437,electronics,237.7,200_plus,3.307,221.558,,desktop,idle,0
u_000000,s_7_0000019,2025-12-17T19:24:21.370846Z,3,add_to_cart,item_006958,tops,20.4,20_50,2.683,46.183,,desktop,idle,0
u_000000,s_7_0000019,2025-12-17T19:25:03.279207Z,4,compare,item_008609,shoes,79.04,50_100,10.24,31.668,,desktop,churn_risk,0
u_000000,s_7_0000019,2025-12-17T19:25:10.877417Z,5,search,item_000815,beauty,12.58,0_20,2.66,4.938,,desktop,churn_risk,0
u_000000,s_7_0000019,2025-12-17T19:25:23.617664Z,6,item_view,item_008086,outerwear,307.29,200_plus,10.005,2.736,,desktop,exploring,0
u_000000,s_7_0000019,2025-12-17T19:25:36.720046Z,7,landing,item_001806,shoes,40.31,20_50,8.918,4.185,,desktop,evaluating,0
u_000000,s_7_0000019,2025-12-17T19:25:45.720478Z,8,item_view,item_001806,outerwear,74.69,50_100,4.941,4.06,,desktop,evaluating,0
u_000000,s_7_0000019,2025-12-17T19:25:58.428498Z,9,add_to_cart,item_003249,bags,63.13,50_100,9.511,3.197,,desktop,high_intent,0
u_000000,s_7_0000020,2025-12-18T23:15:58.192990Z,0,wishlist,item_004613,shoes,57.26,50_100,36.236,0.0,search,desktop,evaluating,0
u_000000,s_7_0000020,2025-12-18T23:16:23.290478Z,1,exit,item_004374,pants,49.69,20_50,15.677,9.421,,desktop,evaluating,0
u_000000,s_7_0000021,2025-12-20T06:18:22.868848Z,0,wishlist,item_007457,bags,190.08,100_200,9.46,0.0,ads,desktop,evaluating,0
u_000000,s_7_0000021,2025-12-20T06:18:32.824383Z,1,search,item_000289,beauty,11.63,0_20,8.704,1.251,,desktop,high_intent,0
u_000000,s_7_0000021,2025-12-20T06:19:17.981075Z,2,item_view,item_000289,electronics,303.05,200_plus,32.58,12.577,,desktop,evaluating,0
u_000000,s_7_0000021,2025-12-20T06:20:06.470208Z,3,compare,item_011046,shoes,104.46,100_200,45.96,2.529,,desktop,evaluating,0
u_000000,s_7_0000021,2025-12-20T06:20:25.026066Z,4,item_view,item_011046,pants,51.87,50_100,11.824,6.731,,desktop,evaluating,0
u_000000,s_7_0000021,2025-12-20T06:20:44.969302Z,5,landing,item_000125,bags,420.17,200_plus,3.636,16.308,,desktop,idle,0
u_000000,s_7_0000021,2025-12-20T06:21:09.250803Z,6,add_to_cart,item_002334,home,97.56,50_100,4.645,19.636,,desktop,idle,0
u_000000,s_7_0000021,2025-12-20T06:22:57.131052Z,7,item_view,item_002603,tops,58.31,50_100,4.114,103.767,,desktop,idle,0
u_000000,s_7_0000021,2025-12-20T06:23:59.178531Z,8,exit,item_010759,shoes,100.89,100_200,13.88,48.167,,desktop,idle,0
u_000000,s_7_0000022,2025-12-20T17:49:06.457473Z,0,compare,item_006751,outerwear,114.29,100_200,14.781,0.0,search,desktop,evaluating,0
u_000000,s_7_0000022,2025-12-20T17:49:28.976083Z,1,item_view,item_008655,electronics,210.01,200_plus,12.069,10.449,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:51:30.488081Z,2,add_to_cart,item_003718,bags,79.84,50_100,1.546,119.966,,desktop,idle,0
u_000000,s_7_0000022,2025-12-20T17:52:01.103754Z,3,search,item_004429,home,53.9,50_100,21.12,9.496,,desktop,evaluating,0
u_000000,s_7_0000022,2025-12-20T17:52:33.820805Z,4,checkout_start,item_005386,beauty,23.11,20_50,13.055,19.662,,desktop,exploring,1
u_000000,s_7_0000022,2025-12-20T17:52:53.335570Z,5,item_view,item_005392,shoes,38.05,20_50,8.541,10.974,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:53:06.401916Z,6,item_view,item_004030,beauty,44.69,20_50,2.89,10.176,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:53:23.239191Z,7,item_view,item_007129,pants,50.33,50_100,14.605,2.232,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:53:37.511267Z,8,compare,item_003132,shoes,48.03,20_50,9.821,4.451,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:53:47.954037Z,9,item_view,item_008137,shoes,73.6,50_100,7.834,2.609,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:54:06.645149Z,10,category_view,item_010982,beauty,25.38,20_50,11.715,6.976,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:54:54.392284Z,11,search,item_006844,pants,80.03,50_100,38.492,9.255,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:55:16.881785Z,12,item_view,item_001411,beauty,30.04,20_50,20.168,2.322,,desktop,exploring,0
u_000000,s_7_0000022,2025-12-20T17:55:36.345794Z,13,remove_from_cart,item_001983,tops,29.4,20_50,15.218,4.246,,desktop,evaluating,0
u_000000,s_7_0000022,2025-12-20T17:55:59.689910Z,14,wishlist,item_001983,pants,73.56,50_100,17.274,6.07,,desktop,evaluating,0
u_000000,s_7_0000022,2025-12-20T17:56:45.277464Z,15,compare,item_001983,bags,132.14,100_200,17.813,27.774,,desktop,evaluating,0
u_000000,s_7_0000022,2025-12-20T17:57:06.754878Z,16,item_view,item_007803,outerwear,238.25,200_plus,8.246,13.232,,desktop,evaluating,0
